R0032,章月グランドホテル,北海道札幌市南区定山渓温泉東３の２３９,011-598-2231,http://www.shogetsugrand.com/,42.9655455,141.1649018,00001B00000000030BCD03A6C5A87FC0
R0198,定山渓グランドホテル,北海道札幌市南区定山渓温泉東４の３２８,011-598-2211,http://www.granj.co.jp/,42.9636276,141.1597685,00001B00000000030BCCE126C54BFFC0
R0545,定山渓ホテル,北海道札幌市南区定山渓温泉西４の３４０の１,011-598-2111,http://www.johzankei-hotel.com/,42.9650789,141.1615536,00001B00000000030BCCFB26C56BFFC0
R0662,ホテル鹿の湯,北海道札幌市南区定山渓温泉西３の３２,011-598-2311,http://www.shikanoyu.co.jp/,42.9657576,141.1632283,00001B00000000030BCD07A6C58A7FC0
R0665,定山渓第一寶亭留・翠山亭,北海道札幌市南区定山渓温泉西３丁目１０５番地,011-598-2141,http://www.jyozankei-daiichi.co.jp/jyozankei/,42.9673281,141.1621205,00001B00000000030BCD23A6C5767FC0
R1298,佳松御苑・吉兆,北海道札幌市南区定山渓８５７,011-598-2661,,42.9420005,141.1290508,00001B00000000030BCB5C26C322FFC0
R1666,ぬくもりの宿ふる川,北海道札幌市南区定山渓温泉西４の３５３,011-598-2345,http://www.yado-furu.com/,42.9657173,141.1611449,00001B00000000030BCD06A6C564FFC0
R1981,定山渓ビューホテル,北海道札幌市南区定山渓温泉東２丁目１１１の３,011-598-3223,http://www.jozankeiview.com/,42.9690007,141.1673871,00001B00000000030BCD4226C5D4FFC0
R2599,定山渓万世閣ホテルミリオ－ネ,北海道札幌市南区定山渓温泉東3丁目261番地,011-598-3500,http://www.milione.jp/,42.9642575,141.1634309,00001B00000000030BCCECA6C58DFFC0
R0025,函館湯の川  わか松,北海道函館市湯川町１丁目２番２７号,0138-59-2171,,41.7743519,140.785078,00001B00000000030B794226AAF37FC0
R0133,花びしホテル,北海道函館市湯川町１の１６の１８,0138-57-0131,http://www.hanabishihotel.com/,41.7788,140.78517,00001B00000000030B799226AAF57FC0
R0237,湯の川グランドホテル,北海道函館市湯川町３丁目１番１７号,0138-57-9161,,41.77404,140.79033,00001B00000000030B793CA6AB51FFC0
R0807,湯の浜ホテル,北海道函館市湯川町１の２の３０,0138-59-2231,http://www.yunohama-hotel.com/,41.7742959,140.7857351,00001B00000000030B794126AAFF7FC0
R1302,湯の川プリンスホテル渚亭,北海道函館市湯川町１丁目２番２５号,0138-57-3911,http://nagisatei.info/,41.7744719,140.7842706,00001B00000000030B794426AAE4FFC0
R1994,竹葉新葉亭,北海道函館市湯川町２の６の２２,0138-57-5171,http://www.chikuba-s.co.jp/index.shtml,41.77763,140.79079,00001B00000000030B797D26AB5A7FC0
R2096,湯元啄木亭,北海道函館市湯川町１の１８の１５,0138-59-5355,http://www.takubokutei.com/,41.778588,140.782573,00001B00000000030B798EA6AAC67FC0
R2141,湯元啄木亭別亭飛天,北海道函館市湯川町１の１７の２,0138-59-3556,,41.778704,140.7842881,00001B00000000030B7990A6AAE57FC0
R2142,しおさい亭,北海道函館市湯川町１の２の７,0138-59-2335,http://www.shiosai-tei.com/,41.7742799,140.7863869,00001B00000000030B794126AB0AFFC0
R2317,ホテル入川,北海道函館市湯川町３丁目９番７号,0138-59-2201,,41.775209,140.7907286,00001B00000000030B7951A6AB597FC0
R0668,ニュー阿寒ホテル,北海道釧路市阿寒町阿寒湖温泉２－８－８,0154-67-2121,http://www.newakanhotel.co.jp/,43.4332959,144.0970097,00001B00000000030BEDE72793D27FC0
R1932,あかん遊久の里鶴雅,北海道釧路市阿寒町阿寒湖温泉4-6-10,0154-67-2531,http://www.tsuruga.com/,43.434721,144.0907421,00001B00000000030BEE00A793617FC0
R2301,阿寒の森鶴雅リゾート花ゆう香,北海道釧路市阿寒町阿寒湖温泉1丁目6番1号,0154-67-2311,http://www.hanayuuka.com/,43.4336675,144.0989824,00001B00000000030BEDEE2793F5FFC0
R2692,あかん鶴雅別荘  鄙の座,北海道釧路市阿寒町阿寒湖温泉２丁目８番１号,0154-67-5500,http://www.hinanoza.com/,43.4330894,144.097864,00001B00000000030BEDE3A793E1FFC0
R2754,あかん湖鶴雅ウイングス,北海道釧路市阿寒町阿寒湖温泉４丁目６番５号,0154-67-4000,http://www.tsurugawings.com,43.4344289,144.0915789,00001B00000000030BEDFBA793707FC0
R2755,ホテル阿寒湖荘,北海道釧路市阿寒町阿寒湖温泉1丁目5番10号,0154-67-2231,http://www.akanko.com,43.4347426,144.0994464,00001B00000000030BEE012793FE7FC0
R0834,大江本家,北海道北見市留辺蕊町温根湯温泉番外地,0157-45-2511,http://www.oehonke.com/,43.7597765,143.5090032,00001B00000000030C04DBA76A7A7FC0
R1623,温根湯ホテル四季平安の館,北海道北見市留辺蘂町温根湯温泉４９２番地,0157-45-2211,http://www.onneyu-hotel.jp/index.html,43.7597128,143.50682,00001B00000000030C04DAA76A52FFC0
R0894,網走観光ホテル,北海道網走市字呼人２３番地３,0152-48-2121,http://www.abashirikankohotel.co.jp/,43.9924202,144.2251001,00001B00000000030C1537A79CD3FFC0
R2087,ホテル網走湖荘,北海道網走市字呼人７８,0152-48-2311,http://www.abashirikoso.com/,43.9830336,144.2188328,00001B00000000030C148EA79C62FFC0
R2718,北天の丘あばしり湖鶴雅リゾート,北海道網走市呼人１５９,0152-48-3211,http://www.hokutennooka.com/,43.968511,144.2108948,00001B00000000030C1389279BD47FC0
