H0044,札幌グランドホテル,北海道札幌市中央区北一条西４丁目２番地,011-261-3311,http://www.grand1934.com/,43.0626655,141.3504808,00001B00000000030BD3D7A6D2B4FFC0
H0161,札幌パークホテル,北海道札幌市中央区南十条西３丁目１番１号,011-511-3131,http://www.park1964.com/,43.0476972,141.356202,00001B00000000030BD2CAA6D31BFFC0
H0312,センチュリーロイヤルホテル,北海道札幌市中央区北五条西５の２,011-221-2121,http://www.cr-hotel.com/,43.066734,141.3482639,00001B00000000030BD42126D28CFFC0
H0365,札幌全日空ホテル,北海道札幌市中央区北三条西一丁目２番地９,011-221-4411,http://www.anahotel-sapporo.co.jp/,43.06557,141.3553,00001B00000000030BD40C26D30B7FC0
H0481,ホテルオークラ札幌,北海道札幌市中央区南一条西５の９の１,011-221-2333,http://www.sapporo-hotelokura.co.jp/,43.0590586,141.3504939,00001B00000000030BD39726D2B4FFC0
H0482,ススキノグリーンホテル１,北海道札幌市中央区南四条西２,011-511-4111,,43.0556341,141.3563265,00001B00000000030BD35926D31DFFC0
H0535,京王プラザホテル札幌,北海道札幌市中央区北五条西７丁目２番地１,011-271-0111,http://www.keioplaza-sapporo.co.jp/,43.066396,141.344995,00001B00000000030BD41B26D251FFC0
H0538,ニューオータニイン札幌,北海道札幌市中央区北二条西１の１,011-222-1111,http://newotanisapporo.com/,43.0646399,141.3547747,00001B00000000030BD3FBA6D301FFC0
H0671,ホテルサンルートニュー札幌,北海道札幌市中央区南二条西６丁目１番地１,011-251-2511,http://www.sunroutehotel.jp/newsapporo/,43.0570929,141.3493959,00001B00000000030BD373A6D2A17FC0
H0730,東京ドームホテル札幌,北海道札幌市中央区大通西８丁目１,011-261-0111,http://tokyodome-hotels-sapporo.com/,43.0588426,141.3449922,00001B00000000030BD39326D251FFC0
H1241,アートホテルズ札幌,北海道札幌市中央区南９条西２丁目５番地,011-511-0101,http://art-sapporo.com/,43.0495045,141.3570086,00001B00000000030BD2EB26D32A7FC0
H1264,プレミアホテル中島公園札幌,北海道札幌市中央区南１０条西６丁目１番２１号,011-561-1000,http://www.novotelsapporo.com/,43.0475254,141.3523034,00001B00000000030BD2C726D2D57FC0
H0798,プレミアホテル－ＴＳＵＢＡＫＩ－札幌,北海道札幌市豊平区豊平４条１丁目１番１号,011-821-1111,http://tsubaki.premierhotel-group.com/sapporo/,43.054401,141.3652981,00001B00000000030BD34326D3BF7FC0
H0588,札幌ホテルヤマチ,北海道札幌市西区琴似一条３の３の６,011-644-5555,http://www.s-hotelyamachi.co.jp/,43.0770918,141.3046295,00001B00000000030BD4DBA6CF7B7FC0
H0264,ホテル函館山,北海道函館市元町１９番地１号,0138-23-7237,http://www2.odn.ne.jp/hotelhy/,41.7602574,140.714807,00001B00000000030B7844A6A602FFC0
H0269,ホテル函館ロイヤル,北海道函館市大森町１６の９,0138-26-8181,http://royal.hakodate.jp/,41.769075,140.7331806,00001B00000000030B78E326A74D7FC0
H0288,函館国際ホテル,北海道函館市大手町５番地１０号,0138-23-5151,http://www.hakodate-kokusai.jp/,41.769556,140.7222756,00001B00000000030B78EC26A688FFC0
H0728,ロワジールホテル函館,北海道函館市若松町１４番１０号,0138-22-0111,http://www.solarehotels.com/loisir/hotel-hakodate/,41.772825,140.726448,00001B00000000030B7926A6A6D47FC0
H0959,ホテルニューオーテ,北海道函館市若松町８番８号,0138-23-4561,http://homepage2.nifty.com/new-ohte/,41.77177,140.7257972,00001B00000000030B7913A6A6C87FC0
H0969,ホテルキクヤ,北海道函館市若松町８番２３号,0138-26-1144,http://www.hotel-kikuya.com/,41.7715979,140.7262987,00001B00000000030B7910A6A6D17FC0
H1211,アクアガ－デンホテル,北海道函館市大手町１９番１３号,0138-23-2200,http://www.aquagardenhotel.jp/,41.7710041,140.7265452,00001B00000000030B790626A6D5FFC0
H0940,運河の宿おたるふる川,北海道小樽市色内１丁目２番１５号,0134-29-2345,http://www.otaru-furukawa.com/,43.1982702,141.0019225,00001B00000000030BDD60A6BA32FFC0
H0970,小樽朝里クラッセホテル,北海道小樽市朝里川温泉２丁目６７６番地,0134-52-3800,http://www.classe-hotel.com/,43.1453699,141.0409204,00001B00000000030BD9A8A6BCF0FFC0
H1240,オ－セントホテル小樽,北海道小樽市稲穂２丁目１５番１号,0134-27-8100,http://www.authent.co.jp/,43.195856,140.997623,00001B00000000030BDD3526B9E57FC0
H0693,アートホテルズ旭川,北海道旭川市七条通６丁目２９番地２－４,0166-25-8811,http://www.art-asahikawa.com/,43.7724256,142.360712,00001B00000000030C05BFA719BCFFC0
H0835,藤田観光ワシントンホテル旭川,北海道旭川市宮下通７丁目１０号,0166-23-7111,http://washington-hotels.jp/asahikawa/,43.764832,142.3583509,00001B00000000030C0536A719927FC0
H0875,旭川パークホテル,北海道旭川市高砂台３丁目８番３８号,0166-61-4455,http://asahikawa-ph.com/,43.7645567,142.313867,00001B00000000030C0532271671FFC0
H1106,ホテルクレッセント旭川,北海道旭川市5条通8丁目右10号,0166-27-1111,http://www.hotel-cr.com/,43.769374,142.362439,00001B00000000030C0588A719DBFFC0
H0533,室蘭プリンスホテル,北海道室蘭市中央町１の４の９,0143-22-5555,http://muroran.noguchi-g.com/,42.3194612,140.970306,00001B00000000030B9F9626B7F9FFC0
H0696,釧路センチュリーキャッスルホテル,北海道釧路市大川町２の５,0154-43-2111,http://www.castlehotel.jp/,42.9804332,144.387348,00001B00000000030BCE0FA7A83C7FC0
H1014,釧路プリンスホテル,北海道釧路市幸町７丁目１番地,0154-31-1111,http://www.princehotels.co.jp/kushiro/,42.9847262,144.3804146,00001B00000000030BCE5D27A7BF7FC0
H0325,帯広グランドホテル,北海道帯広市西二条南３の２０,0155-22-4181,http://www.ogh.co.jp/,42.9286183,143.2018704,00001B00000000030BCA6B2754E1FFC0
H0876,森のスパリゾート北海道ホテル,北海道帯広市西７条南１９丁目１番地,0155-21-0001,http://www.hokkaidohotel.co.jp/,42.9102845,143.1970776,00001B00000000030BC92127548B7FC0
H0938,十勝イン,北海道帯広市西３条１０丁目１４番地,0155-22-5151,http://tokachiinn.jp/,42.920555,143.201019,00001B00000000030BC9D9A754D27FC0
H1333,サロマ湖鶴雅リゾート,北海道北見市常呂町栄浦３０６番地の１,0152-54-2000,http://www.s-tsuruga.com/,44.1246864,143.9708102,00001B00000000030C1E84278AF2FFC0
H0389,網走セントラルホテル,北海道網走市南二条西３丁目７番地,0152-44-5151,http://www.abashirich.com/,44.021439,144.2644931,00001B00000000030C1741A79F98FFC0
H1256,グランドホテルニュ－王子,北海道苫小牧市表町４丁目２番１０号,0144-31-3111,http://www.newoji.co.jp/,42.6373236,141.599827,00001B00000000030BB5EFA6E43CFFC0
H0885,稚内サンホテル,北海道稚内市中央3丁目7番16号,0162-22-5311,http://www.sunhotel.co.jp/,45.4159152,141.676541,00001B00000000030C794E26E9A1FFC0
H1203,ＡＮＡクラウンプラザホテル稚内,北海道稚内市開運１丁目２番２号,0162-23-8111,http://www.anacpwakkanai.com/,45.4191496,141.6784691,00001B00000000030C7988A6E9C47FC0
H0676,根室グランドホテル,北海道根室市大正町２の２,0153-24-6611,http://www.nemuro.co.jp/,43.328776,145.5861011,00001B00000000030BE68DA7FC85FFC0
H0994,イーストハーバーホテル,北海道根室市光和町１丁目２６番地,0153-24-1515,http://eastharbor-hotel.com/,43.3269607,145.578703,00001B00000000030BE66D27FC00FFC0
H0494,ホテル日航千歳,北海道千歳市本町４丁目４番４号,0123-22-1121,,42.8172651,141.6473276,00001B00000000030BC296A6E793FFC0
H0347,ホテルスエヒロ,北海道滝川市明神町２の２の１６,0125-22-1311,http://hotel-suehiro.com/,43.5545989,141.9087229,00001B00000000030BF66EA6F9F57FC0
H0632,滝川ホテル三浦華園,北海道滝川市花月町１の２の２６,0125-22-2101,http://www.miurakaen.jp/,43.553632,141.9065157,00001B00000000030BF65D26F9CD7FC0
H0367,富良野プリンスホテル,北海道富良野市北の峰町１８の６,0167-23-4111,http://www.princehotels.co.jp/furano/,43.3404923,142.358481,00001B00000000030BE760A71994FFC0
H0794,新富良野プリンスホテル,北海道富良野市字中御料,0167-22-1111,http://www.princehotels.co.jp/newfurano/,43.3232689,142.3548327,00001B00000000030BE62AA71952FFC0
H1099,ホテルベルヒルズ,北海道富良野市北の峰町２０番８号,0167-22-5200,http://www.bellhills.jp/,43.3437431,142.3614216,00001B00000000030BE79B2719C9FFC0
H1172,ホテルナトｳールヴァルト富良野,北海道富良野市北の峰町１４番４６号,0167-22-1211,http://naturwald-furano.com/,43.342531,142.3607969,00001B00000000030BE785A719BE7FC0
H1173,ニュー富良野ホテル,北海道富良野市北の峰町１４番３８号,0167-22-2411,http://www.furano.ne.jp/nf-hotel/,43.3425934,142.3615841,00001B00000000030BE786A719CCFFC0
H0425,滝本イン,北海道登別市登別温泉７６,0143-84-2205,http://www.takimotoinn.co.jp/ja/,42.4946709,141.1438777,00001B00000000030BABE826C42DFFC0
H0947,函館大沼プリンスホテル,北海道亀田郡七飯町西大沼１４８番地,0138-67-1111,http://www.princehotels.co.jp/hakodate/,41.9972485,140.649591,00001B00000000030B88EE26A16CFFC0
H0562,ザ・グリーンリーフ・ニセコビレッジ,北海道虻田郡ニセコ町字東山１,0136-44-1111,http://www.thegreenleafhotel.com/ja,42.8465585,140.6760749,00001B00000000030BC4A626A3497FC0
H0695,ホテル甘露の森,北海道虻田郡ニセコ町字ニセコ４１５,0136-58-3121,http://www.kanronomori.com/,42.8465067,140.6229527,00001B00000000030BC4A5269F8D7FC0
H1145,ヒルトンニセコビレッジ,北海道虻田郡ニセコ町字曽我９１９番地１他,0136-44-1111,http://hiltonnisekovillage.jp/,42.8468548,140.6848781,00001B00000000030BC4AB26A3E7FFC0
H0981,ルスツリゾートホテル＆コンベンション,北海道虻田郡留寿都村字泉川１３番地他,0136-46-3331,http://rusutsu.co.jp/,42.7519844,140.9028354,00001B00000000030BBDFFA6B33B7FC0
H1371,旭岳万世閣ホテルベアモンテ,北海道上川郡東川町勇駒別１４１８番地,0166-97-2321,http://www.bearmonte.jp/,43.65099,142.7992,00001B00000000030BFD35A73891FFC0
H1432,旭岳万世閣ホテルディアバレー,北海道上川郡東川町勇駒別１４１８番地,0166-97-2321,http://www.deervalley.jp/,43.64854,142.7868,00001B00000000030BFD09A737B2FFC0
H0656,北国グランドホテル,北海道利尻郡利尻富士町鴛泊字栄町９３,01638-2-1362,http://www.kitaguni-gp.com/,45.2468627,141.2177216,00001B00000000030C6D6BA6C95EFFC0
H1398,ホテルあや瀬,北海道利尻郡利尻富士町鴛泊字栄町１２２番地,0163-82-1560,http://www.telnet-rishiri.info/pr/ayase/,45.245335,141.220835,00001B00000000030C6D5026C9977FC0
H1416,利尻マリンホテル,北海道利尻郡利尻富士町鴛泊字港町８１－５,01638-2-1337,http://www.marine-h.com/index2.htm,45.2445575,141.2295172,00001B00000000030C6D4226CA337FC0
H1486,ルートイングランティア知床斜里駅前,北海道斜里郡斜里町港町１６－１０,0152-22-1700,http://www.hotel-grantia.co.jp/shiretoko/,43.9115068,144.661217,00001B00000000030C0F8727BB7DFFC0
H1368,ザ・ウインザーホテル洞爺リゾート＆スパ,北海道虻田郡洞爺湖町清水３３６番６,0142-73-1111,http://www.windsor-hotels.co.jp/ja/,42.5924048,140.7598461,00001B00000000030BB2C726A92D7FC0
H1520,ザレイクビューTOYA乃の風リゾート,北海道虻田郡洞爺湖町洞爺湖温泉２９－１,0142-75-2600,http://nonokaze-resort.com/,42.5658267,140.8221501,00001B00000000030BB0E8A6AD8EFFC0
H0865,浦河イン,北海道浦河郡浦河町築地３丁目１番３号,01462-2-1212,http://www.urakawainn.com/,42.1721826,142.7664528,00001B00000000030B953B2736447FC0
H0512,屈斜路プリンスホテル,北海道川上郡弟子屈町屈斜路３３６の１,01548-4-2111,http://www.princehotels.co.jp/kussharo/,43.5850528,144.2746543,00001B00000000030BF892A7A04FFFC0
H0861,トーヨーグランドホテル,北海道標津郡中標津町東20条北1丁目2･3,01537-3-1234,http://www.toyo-hotel.jp/,43.5582859,144.9906755,00001B00000000030BF6B127D2A87FC0
H1542,ホテルノルド小樽,北海道小樽市色内1丁目4番16号,0134-24-0500,http://www.hotelnord.co.jp/,43.19941,141.001089,00001B00000000030BDD7526BA23FFC0
H0517,青森国際ホテル,青森県青森市新町１－６－１８,017-722-4321,http://www.kokusai-hotel.co.jp/,40.8264582,140.7367304,00001B00000000030B369C26A78D7FC0
H0674,ホテルサンルート青森,青森県青森市新町１の９の８,017-775-2321,http://sunroute-aomori.com/,40.8276649,140.7379483,00001B00000000030B36B1A6A7A37FC0
H0736,ホテル城ケ倉,青森県青森市大字荒川字南荒川山国有林253、254林班イ、ロ外,017-738-0658,http://www.jogakura.com/,40.6563021,140.8370748,00001B00000000030B2AA526AE9B7FC0
H0796,ホテル青森,青森県青森市堤町１の１の２３,017-775-4141,http://www.hotelaomori.co.jp/,40.8252242,140.7554059,00001B00000000030B368626A8DD7FC0
H1143,八甲田ホテル,青森県青森市大字荒川字南荒川山１番地１号,017-728-2000,http://www.hakkodahotel.co.jp/index2.htm,40.6456981,140.8521413,00001B00000000030B29E6A6AFAAFFC0
H1176,青森ワシントンホテル,青森県青森市本町２丁目１番２６号,017-775-7111,http://washington-hotels.jp/aomori/,40.8271604,140.7463625,00001B00000000030B36A8A6A83AFFC0
H0353,ホテルニューキャッスル,青森県弘前市大字上鞘師町２４の１,0172-36-1211,http://www.newcastle.co.jp/,40.60488,140.4714188,00001B00000000030B2707A694E5FFC0
H1467,ホテルルートイン弘前城東,青森県弘前市大字城東中央５－５－６,0172-29-1011,http://www.route-inn.co.jp/search/hotel/index.php?hotel_id=550,40.6032153,140.4988955,00001B00000000030B26E9A696D47FC0
H1504,ドーミーイン弘前,青森県弘前市大字本町７１－１,0172-37-5489,http://www.hotespa.net/hotels/hirosaki/,40.6008412,140.4684199,00001B00000000030B26BF2694AFFFC0
H0187,八戸グランドホテル,青森県八戸市大字番町１４番地,0178-46-1234,http://www.hachinohegrandhotel.com/,40.5122226,141.4924878,00001B00000000030B208426DCB0FFC0
H0309,八戸パークホテル,青森県八戸市吹上１丁目１５番９０号,0178-43-1111,http://www.hachinoheparkhotel.com/,40.5030849,141.4995901,00001B00000000030B1FDFA6DD30FFC0
